CAGDP9 Real GDP by county and metropolitan area 1/
CAGDP9 Real GDP by county and metropolitan area 1/
County
GeoFips,GeoName,LineCode,Description,2015,2016,2017,2018,2019,2020
29103,"Knox, MO",69,"      Educational services",73,82,98,(D),(D),(D)
29103,"Knox, MO",70,"      Health care and social assistance",2181,1662,1595,(D),(D),(D)
29103,"Knox, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),1248,1102,933,741,541
29103,"Knox, MO",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),(D)
29103,"Knox, MO",79,"      Accommodation and food services",(D),(D),(D),(D),(D),(D)
29103,"Knox, MO",82,"    Other services (except government and government enterprises)",4666,3739,3810,3160,(D),2966
29103,"Knox, MO",83,Government and government enterprises,13873,13774,13581,13557,14004,13877
29103,"Knox, MO",,Addenda:,,,,,,
29103,"Knox, MO",87,Natural resources and mining,9264,26573,22554,9988,40116,51571
29103,"Knox, MO",88,Trade,13261,14805,17502,19073,18881,19635
29103,"Knox, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29103,"Knox, MO",90,Manufacturing and information,17298,(D),(D),(D),(D),(D)
29103,"Knox, MO",91,Private goods-producing industries 2/,27170,42078,37507,25004,52168,60440
29103,"Knox, MO",92,Private services-providing industries 3/,54844,55390,58370,59810,56699,55534
29105,"Laclede, MO",1,All industry total,1023310,1032077,1055718,1092751,1128475,1093856
29105,"Laclede, MO",2,"  Private industries",930536,940529,964162,1002767,1038638,1005644
29105,"Laclede, MO",3,"    Agriculture, forestry, fishing and hunting",12726,4612,1930,7008,4876,16824
29105,"Laclede, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0
29105,"Laclede, MO",10,"    Utilities",8074,9079,9445,9701,10044,10803
29105,"Laclede, MO",11,"    Construction",29086,31626,31560,30289,28251,29005
29105,"Laclede, MO",12,"    Manufacturing",346502,347419,411602,423044,423351,405197
29105,"Laclede, MO",13,"      Durable goods manufacturing",315091,314925,372583,365851,363319,342984
29105,"Laclede, MO",25,"      Nondurable goods manufacturing",31837,32983,39636,59342,62447,65045
29105,"Laclede, MO",34,"    Wholesale trade",41999,37114,32930,31409,31643,31693
29105,"Laclede, MO",35,"    Retail trade",100113,99045,99827,104761,100091,98517
29105,"Laclede, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29105,"Laclede, MO",45,"    Information",21944,21093,23060,23693,27205,23720
29105,"Laclede, MO",50,"    Finance, insurance, real estate, rental, and leasing",158087,140924,132118,141603,136926,135289
29105,"Laclede, MO",51,"      Finance and insurance",41248,36074,31642,36532,35663,37565
29105,"Laclede, MO",56,"      Real estate and rental and leasing",117082,105156,101168,105144,101233,97012
29105,"Laclede, MO",59,"    Professional and business services",(D),(D),(D),(D),(D),(D)
29105,"Laclede, MO",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),(D)
29105,"Laclede, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29105,"Laclede, MO",65,"      Administrative and support and waste management and remediation services",22214,23201,24700,29950,29515,27638
29105,"Laclede, MO",68,"    Educational services, health care, and social assistance",69094,71735,72857,76158,124576,120332
29105,"Laclede, MO",69,"      Educational services",1348,948,986,974,1105,909
29105,"Laclede, MO",70,"      Health care and social assistance",67733,70793,71876,75191,123513,119473
29105,"Laclede, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",26515,27059,26839,30011,31996,28272
29105,"Laclede, MO",76,"      Arts, entertainment, and recreation",1949,2052,1829,1999,2388,1595
29105,"Laclede, MO",79,"      Accommodation and food services",24565,25009,25001,28001,29612,26647
29105,"Laclede, MO",82,"    Other services (except government and government enterprises)",27332,27118,27216,27473,27493,25534
29105,"Laclede, MO",83,Government and government enterprises,92846,91659,91710,90295,90272,88592
29105,"Laclede, MO",,Addenda:,,,,,,
29105,"Laclede, MO",87,Natural resources and mining,12712,4607,1928,7001,4871,16805
29105,"Laclede, MO",88,Trade,142087,136104,132611,135886,131572,130081
29105,"Laclede, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29105,"Laclede, MO",90,Manufacturing and information,368478,368673,435177,447269,450351,429265
29105,"Laclede, MO",91,Private goods-producing industries 2/,389636,387674,450529,463990,460601,450454
29105,"Laclede, MO",92,Private services-providing industries 3/,540395,552511,512330,537430,576593,553800
29107,"Lafayette, MO",1,All industry total,773819,805547,788894,776955,751965,770479
29107,"Lafayette, MO",2,"  Private industries",652302,682262,666994,657076,633753,653297
29107,"Lafayette, MO",3,"    Agriculture, forestry, fishing and hunting",23987,48471,56135,13182,20374,96597
29107,"Lafayette, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0
29107,"Lafayette, MO",10,"    Utilities",3710,3994,3646,(D),(D),(D)
29107,"Lafayette, MO",11,"    Construction",43985,43340,48157,45944,42961,41941
29107,"Lafayette, MO",12,"    Manufacturing",86856,73819,85689,82479,85439,84013
29107,"Lafayette, MO",13,"      Durable goods manufacturing",37632,39364,43022,41041,42495,41530
29107,"Lafayette, MO",25,"      Nondurable goods manufacturing",49397,34760,42941,41696,43212,42748
29107,"Lafayette, MO",34,"    Wholesale trade",31114,(D),30044,(D),(D),(D)
29107,"Lafayette, MO",35,"    Retail trade",59842,61354,59385,58802,55158,53210
29107,"Lafayette, MO",36,"    Transportation and warehousing",(D),(D),(D),32866,37791,34311
29107,"Lafayette, MO",45,"    Information",12511,12550,12587,12954,16663,14784
29107,"Lafayette, MO",50,"    Finance, insurance, real estate, rental, and leasing",175739,168176,160128,181280,156599,151839
29107,"Lafayette, MO",51,"      Finance and insurance",37371,35873,30978,36050,34167,34413
29107,"Lafayette, MO",56,"      Real estate and rental and leasing",138810,132716,130014,146008,122387,117089
29107,"Lafayette, MO",59,"    Professional and business services",(D),101767,(D),76446,73078,65611
29107,"Lafayette, MO",60,"      Professional, scientific, and technical services",29699,(D),(D),(D),(D),(D)
29107,"Lafayette, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29107,"Lafayette, MO",65,"      Administrative and support and waste management and remediation services",(D),13530,18493,17606,17658,16995
29107,"Lafayette, MO",68,"    Educational services, health care, and social assistance",64479,63347,61655,65331,66399,66470
29107,"Lafayette, MO",69,"      Educational services",(D),(D),15866,(D),(D),(D)
29107,"Lafayette, MO",70,"      Health care and social assistance",(D),(D),45699,(D),(D),(D)
29107,"Lafayette, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",23876,18534,14657,15331,14145,12110
29107,"Lafayette, MO",76,"      Arts, entertainment, and recreation",679,507,524,561,483,394
29107,"Lafayette, MO",79,"      Accommodation and food services",23198,18028,14140,14779,13667,11719
29107,"Lafayette, MO",82,"    Other services (except government and government enterprises)",24672,23526,23029,24096,24146,22753
29107,"Lafayette, MO",83,Government and government enterprises,121430,123323,121893,119881,118117,117261
29107,"Lafayette, MO",,Addenda:,,,,,,
29107,"Lafayette, MO",87,Natural resources and mining,23987,48471,56135,13182,20374,96597
29107,"Lafayette, MO",88,Trade,90962,(D),89421,(D),(D),(D)
29107,"Lafayette, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29107,"Lafayette, MO",90,Manufacturing and information,99346,86096,98273,95283,101310,98372
29107,"Lafayette, MO",91,Private goods-producing industries 2/,162430,164996,188900,153076,157356,202081
29107,"Lafayette, MO",92,Private services-providing industries 3/,488596,515646,478410,501863,475064,452818
29109,"Lawrence, MO",1,All industry total,935099,815042,834425,920407,825513,801319
29109,"Lawrence, MO",2,"  Private industries",811562,688161,707435,798828,724471,703411
29109,"Lawrence, MO",3,"    Agriculture, forestry, fishing and hunting",206361,(D),85945,190640,66738,80615
29109,"Lawrence, MO",6,"    Mining, quarrying, and oil and gas extraction",3403,3672,3788,5085,5132,4219
29109,"Lawrence, MO",10,"    Utilities",(D),(D),8116,13269,9965,(D)
29109,"Lawrence, MO",11,"    Construction",39566,42418,43767,40295,42818,31772
29109,"Lawrence, MO",12,"    Manufacturing",151221,144236,167736,150909,149396,132488
29109,"Lawrence, MO",13,"      Durable goods manufacturing",58587,60796,78593,71007,68742,50251
29109,"Lawrence, MO",25,"      Nondurable goods manufacturing",92575,83486,89441,80179,80885,82063
29109,"Lawrence, MO",34,"    Wholesale trade",(D),(D),19863,21715,23220,(D)
29109,"Lawrence, MO",35,"    Retail trade",65593,68759,69235,71330,71713,73996
29109,"Lawrence, MO",36,"    Transportation and warehousing",36746,31924,30530,37067,38917,39663
29109,"Lawrence, MO",45,"    Information",13175,10479,8445,7870,7727,8843
29109,"Lawrence, MO",50,"    Finance, insurance, real estate, rental, and leasing",149770,132970,123777,141163,143340,140427
29109,"Lawrence, MO",51,"      Finance and insurance",34131,26866,24869,27280,28356,26142
29109,"Lawrence, MO",56,"      Real estate and rental and leasing",115777,106495,99290,114517,115485,115124
29109,"Lawrence, MO",59,"    Professional and business services",50598,30771,44300,46721,48110,58255
29109,"Lawrence, MO",60,"      Professional, scientific, and technical services",16845,16433,26344,28586,30157,28289
29109,"Lawrence, MO",64,"      Management of companies and enterprises",27153,6715,7745,8033,8256,23588
29109,"Lawrence, MO",65,"      Administrative and support and waste management and remediation services",6987,7246,9558,9431,9046,7642
29109,"Lawrence, MO",68,"    Educational services, health care, and social assistance",44114,44537,45538,48436,48555,45932
29109,"Lawrence, MO",69,"      Educational services",(D),804,(D),(D),(D),(D)
29109,"Lawrence, MO",70,"      Health care and social assistance",(D),43747,(D),(D),(D),(D)
29109,"Lawrence, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",17376,18476,18800,19336,19701,16773
29109,"Lawrence, MO",76,"      Arts, entertainment, and recreation",2456,2792,3207,2580,2647,2065
29109,"Lawrence, MO",79,"      Accommodation and food services",14918,15688,15617,16733,17032,14674
29109,"Lawrence, MO",82,"    Other services (except government and government enterprises)",25538,25772,25056,24974,24132,22321
29109,"Lawrence, MO",83,Government and government enterprises,124743,126608,126916,123001,103066,99889
29109,"Lawrence, MO",,Addenda:,,,,,,
29109,"Lawrence, MO",87,Natural resources and mining,218175,(D),93643,203346,75816,88694
29109,"Lawrence, MO",88,Trade,(D),(D),89023,93022,95004,(D)
29109,"Lawrence, MO",89,Transportation and utilities,(D),(D),38636,50193,48931,(D)
29109,"Lawrence, MO",90,Manufacturing and information,164352,154978,177144,159595,157943,141611
29109,"Lawrence, MO",91,Private goods-producing industries 2/,379709,(D),314885,368864,282542,255984
29109,"Lawrence, MO",92,Private services-providing industries 3/,433369,(D),392570,431751,435355,438004
29111,"Lewis, MO",1,All industry total,228494,198659,201468,226435,216083,237022
29111,"Lewis, MO",2,"  Private industries",197275,167675,170801,195965,185391,208094
29111,"Lewis, MO",3,"    Agriculture, forestry, fishing and hunting",9003,5246,5668,34279,10886,32460
29111,"Lewis, MO",6,"    Mining, quarrying, and oil and gas extraction",2467,2792,3152,3282,3509,3511
29111,"Lewis, MO",10,"    Utilities",2859,3039,2896,3083,3119,(D)
29111,"Lewis, MO",11,"    Construction",6298,7584,8920,10084,9649,10270
29111,"Lewis, MO",12,"    Manufacturing",15629,16834,18632,20117,31665,34710
29111,"Lewis, MO",13,"      Durable goods manufacturing",(D),13270,13830,15087,14529,13702
29111,"Lewis, MO",25,"      Nondurable goods manufacturing",(D),3502,4675,4897,16938,20747
29111,"Lewis, MO",34,"    Wholesale trade",(D),(D),(D),(D),(D),(D)
29111,"Lewis, MO",35,"    Retail trade",15310,13098,11847,12009,11773,11767
29111,"Lewis, MO",36,"    Transportation and warehousing",15122,14272,14372,14200,13668,13468
29111,"Lewis, MO",45,"    Information",2214,2249,2543,2280,2066,1789
29111,"Lewis, MO",50,"    Finance, insurance, real estate, rental, and leasing",40836,37233,36789,39171,33928,33521
29111,"Lewis, MO",51,"      Finance and insurance",12174,11132,8913,10457,9996,10672
29111,"Lewis, MO",56,"      Real estate and rental and leasing",28716,26147,28302,28915,23811,22491
29111,"Lewis, MO",59,"    Professional and business services",28322,(D),(D),(D),(D),(D)
29111,"Lewis, MO",60,"      Professional, scientific, and technical services",1885,(D),(D),2454,2577,2600
29111,"Lewis, MO",64,"      Management of companies and enterprises",25476,(D),4082,(D),(D),(D)
29111,"Lewis, MO",65,"      Administrative and support and waste management and remediation services",1279,(D),(D),(D),(D),(D)
29111,"Lewis, MO",68,"    Educational services, health care, and social assistance",22432,21784,22227,23680,24943,21847
29111,"Lewis, MO",69,"      Educational services",(D),(D),(D),(D),(D),(D)
29111,"Lewis, MO",70,"      Health care and social assistance",(D),(D),(D),(D),(D),(D)
29111,"Lewis, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),(D),(D),(D),(D),8218
29111,"Lewis, MO",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),5998
29111,"Lewis, MO",79,"      Accommodation and food services",(D),(D),(D),(D),(D),2188
29111,"Lewis, MO",82,"    Other services (except government and government enterprises)",6185,5824,5669,5712,5993,5588
29111,"Lewis, MO",83,Government and government enterprises,31095,30624,30348,30352,30475,29001
29111,"Lewis, MO",,Addenda:,,,,,,
29111,"Lewis, MO",87,Natural resources and mining,11462,8139,8945,35648,14333,33943
29111,"Lewis, MO",88,Trade,(D),(D),(D),(D),(D),(D)
29111,"Lewis, MO",89,Transportation and utilities,17971,17287,17253,17256,16752,(D)
29111,"Lewis, MO",90,Manufacturing and information,17861,19110,21202,22468,34019,36885
29111,"Lewis, MO",91,Private goods-producing industries 2/,36032,36354,40897,66801,61940,81799
29111,"Lewis, MO",92,Private services-providing industries 3/,157784,129422,128723,131781,125653,131496
29113,"Lincoln, MO",1,All industry total,1019926,1123937,1122984,1114770,1164851,1184720
29113,"Lincoln, MO",2,"  Private industries",876667,985981,985583,977327,1027392,1050653
29113,"Lincoln, MO",3,"    Agriculture, forestry, fishing and hunting",12205,13681,7234,(D),(D),34039
29113,"Lincoln, MO",6,"    Mining, quarrying, and oil and gas extraction",20470,22749,30409,32963,36292,34502
29113,"Lincoln, MO",10,"    Utilities",13337,13654,13752,(D),(D),15512
29113,"Lincoln, MO",11,"    Construction",78097,86537,88916,90232,94071,92884
29113,"Lincoln, MO",12,"    Manufacturing",162861,205094,227109,216667,241013,256882
29113,"Lincoln, MO",13,"      Durable goods manufacturing",130096,168677,179512,168426,187176,206947
29113,"Lincoln, MO",25,"      Nondurable goods manufacturing",31992,36419,46204,46624,52018,49574
29113,"Lincoln, MO",34,"    Wholesale trade",32734,32001,29777,26783,25816,26350
29113,"Lincoln, MO",35,"    Retail trade",81120,92213,95341,98261,100966,100854
29113,"Lincoln, MO",36,"    Transportation and warehousing",46135,46347,47714,49471,53508,52221
29113,"Lincoln, MO",45,"    Information",10393,10822,10437,10234,9939,9672
29113,"Lincoln, MO",50,"    Finance, insurance, real estate, rental, and leasing",229828,235698,229601,233641,254427,261707
29113,"Lincoln, MO",51,"      Finance and insurance",45163,42195,36148,42084,40450,43778
29113,"Lincoln, MO",56,"      Real estate and rental and leasing",184890,194207,194990,191818,215835,219225
29113,"Lincoln, MO",59,"    Professional and business services",68322,104381,78059,(D),(D),54307
29113,"Lincoln, MO",60,"      Professional, scientific, and technical services",(D),(D),(D),17782,19061,19496
29113,"Lincoln, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),363
29113,"Lincoln, MO",65,"      Administrative and support and waste management and remediation services",35143,31898,36417,34367,34177,31792
29113,"Lincoln, MO",68,"    Educational services, health care, and social assistance",58373,64814,69539,71589,72853,66543
29113,"Lincoln, MO",69,"      Educational services",6085,6370,6909,5905,6093,5290
29113,"Lincoln, MO",70,"      Health care and social assistance",52414,58605,62798,65932,67007,61498
29113,"Lincoln, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",24847,24648,25752,27192,26727,23619
29113,"Lincoln, MO",76,"      Arts, entertainment, and recreation",2179,2185,2470,2812,3051,2497
29113,"Lincoln, MO",79,"      Accommodation and food services",22663,22458,23287,24400,23716,21141
29113,"Lincoln, MO",82,"    Other services (except government and government enterprises)",37742,37949,38699,39873,40904,39011
29113,"Lincoln, MO",83,Government and government enterprises,144292,140156,139620,139603,139995,136996
29113,"Lincoln, MO",,Addenda:,,,,,,
29113,"Lincoln, MO",87,Natural resources and mining,32842,36616,38600,(D),(D),66672
29113,"Lincoln, MO",88,Trade,113830,124152,124985,124742,126355,126808
29113,"Lincoln, MO",89,Transportation and utilities,59409,59933,61405,(D),(D),67639
29113,"Lincoln, MO",90,Manufacturing and information,172790,215227,236761,226135,250204,265771
29113,"Lincoln, MO",91,Private goods-producing industries 2/,274732,327991,353206,(D),(D),408252
29113,"Lincoln, MO",92,Private services-providing industries 3/,602304,660317,637269,(D),(D),651435
29115,"Linn, MO",1,All industry total,391943,362259,383006,393195,380959,394431
29115,"Linn, MO",2,"  Private industries",348070,317804,338693,349068,336830,352269
29115,"Linn, MO",3,"    Agriculture, forestry, fishing and hunting",(D),34898,(D),63760,51031,62221
29115,"Linn, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0
29115,"Linn, MO",10,"    Utilities",307,333,305,322,329,207
29115,"Linn, MO",11,"    Construction",(D),13316,(D),10526,9581,11119
29115,"Linn, MO",12,"    Manufacturing",72262,73468,79433,75410,78595,76554
29115,"Linn, MO",13,"      Durable goods manufacturing",19011,19551,21085,19551,23283,22298
29115,"Linn, MO",25,"      Nondurable goods manufacturing",53353,54010,58452,55982,55243,54223
29115,"Linn, MO",34,"    Wholesale trade",(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",35,"    Retail trade",23377,23564,23787,24885,24279,23576
29115,"Linn, MO",36,"    Transportation and warehousing",24063,20013,(D),(D),18598,18848
29115,"Linn, MO",45,"    Information",21305,20418,22772,22630,24086,20206
29115,"Linn, MO",50,"    Finance, insurance, real estate, rental, and leasing",67507,56491,56975,64132,63799,65099
29115,"Linn, MO",51,"      Finance and insurance",21892,19558,17431,19702,18685,19305
29115,"Linn, MO",56,"      Real estate and rental and leasing",45733,36881,39903,44812,45772,46395
29115,"Linn, MO",59,"    Professional and business services",38056,20114,20467,21087,20242,33741
29115,"Linn, MO",60,"      Professional, scientific, and technical services",5180,5450,5044,4528,3996,3795
29115,"Linn, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",65,"      Administrative and support and waste management and remediation services",(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",68,"    Educational services, health care, and social assistance",27292,26487,26820,26109,26218,24583
29115,"Linn, MO",69,"      Educational services",1838,1927,2283,(D),(D),(D)
29115,"Linn, MO",70,"      Health care and social assistance",25458,24558,24523,(D),(D),(D)
29115,"Linn, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),(D),5173,5623,(D),(D)
29115,"Linn, MO",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",79,"      Accommodation and food services",(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",82,"    Other services (except government and government enterprises)",9207,9157,9123,9075,8833,9645
29115,"Linn, MO",83,Government and government enterprises,43818,44167,44174,44078,43974,42309
29115,"Linn, MO",,Addenda:,,,,,,
29115,"Linn, MO",87,Natural resources and mining,(D),34898,(D),63760,51031,62221
29115,"Linn, MO",88,Trade,(D),(D),(D),(D),(D),(D)
29115,"Linn, MO",89,Transportation and utilities,24370,20346,(D),(D),18926,19062
29115,"Linn, MO",90,Manufacturing and information,93800,94208,102495,98218,102807,97321
29115,"Linn, MO",91,Private goods-producing industries 2/,117376,123464,143782,143473,136528,144047
29115,"Linn, MO",92,Private services-providing industries 3/,230853,195837,197729,207970,202343,210540
29117,"Livingston, MO",1,All industry total,498297,522302,527669,527964,534086,524711
29117,"Livingston, MO",2,"  Private industries",418704,442430,447069,448022,455084,445480
29117,"Livingston, MO",3,"    Agriculture, forestry, fishing and hunting",39355,92786,86663,73773,87020,80659
29117,"Livingston, MO",6,"    Mining, quarrying, and oil and gas extraction",388,915,1292,533,518,512
29117,"Livingston, MO",10,"    Utilities",5683,5771,5684,5918,5983,6430
29117,"Livingston, MO",11,"    Construction",21196,22592,22954,21289,21364,20540
29117,"Livingston, MO",12,"    Manufacturing",41811,39792,48588,49144,49646,47439
29117,"Livingston, MO",13,"      Durable goods manufacturing",29861,29260,36593,38129,40260,37505
29117,"Livingston, MO",25,"      Nondurable goods manufacturing",11952,10544,12014,11015,9341,9911
29117,"Livingston, MO",34,"    Wholesale trade",44302,39683,38400,38409,36942,39242
29117,"Livingston, MO",35,"    Retail trade",51092,54600,56417,59415,61040,61270
29117,"Livingston, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29117,"Livingston, MO",45,"    Information",6622,6185,5973,5336,5167,4491
29117,"Livingston, MO",50,"    Finance, insurance, real estate, rental, and leasing",83381,70943,68053,72111,71298,71288
29117,"Livingston, MO",51,"      Finance and insurance",29138,25367,21551,23863,22330,22548
29117,"Livingston, MO",56,"      Real estate and rental and leasing",54485,45714,47145,48666,49763,49470
29117,"Livingston, MO",59,"    Professional and business services",29551,30053,30693,33700,32293,33753
29117,"Livingston, MO",60,"      Professional, scientific, and technical services",7037,7664,8025,8365,8845,9963
29117,"Livingston, MO",64,"      Management of companies and enterprises",3401,3713,2714,2530,1520,1223
29117,"Livingston, MO",65,"      Administrative and support and waste management and remediation services",19151,18734,19906,22696,21681,22237
29117,"Livingston, MO",68,"    Educational services, health care, and social assistance",(D),47249,49830,51206,51495,48294
29117,"Livingston, MO",69,"      Educational services",(D),(D),(D),1864,1931,1643
29117,"Livingston, MO",70,"      Health care and social assistance",(D),(D),(D),49344,49563,46659
29117,"Livingston, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",10980,(D),(D),(D),(D),(D)
29117,"Livingston, MO",76,"      Arts, entertainment, and recreation",709,(D),(D),(D),(D),(D)
29117,"Livingston, MO",79,"      Accommodation and food services",10267,(D),(D),(D),(D),(D)
29117,"Livingston, MO",82,"    Other services (except government and government enterprises)",13447,14043,13959,14493,14668,13654
29117,"Livingston, MO",83,Government and government enterprises,79358,79859,80594,79986,79189,79275
29117,"Livingston, MO",,Addenda:,,,,,,
29117,"Livingston, MO",87,Natural resources and mining,39751,93723,88053,74250,87439,81092
29117,"Livingston, MO",88,Trade,95385,94236,94727,97662,97685,100305
29117,"Livingston, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29117,"Livingston, MO",90,Manufacturing and information,48435,45987,54732,54744,55113,52288
29117,"Livingston, MO",91,Private goods-producing industries 2/,104922,147097,153240,141004,151538,143209
29117,"Livingston, MO",92,Private services-providing industries 3/,312131,298430,297705,308873,306930,304500
29119,"McDonald, MO",1,All industry total,770245,693144,692427,732574,692997,675947
29119,"McDonald, MO",2,"  Private industries",711510,633184,633319,680019,640822,624460
29119,"McDonald, MO",3,"    Agriculture, forestry, fishing and hunting",220495,93207,64459,132028,31138,32203
29119,"McDonald, MO",6,"    Mining, quarrying, and oil and gas extraction",1058,1146,1179,289,0,0
29119,"McDonald, MO",10,"    Utilities",1643,1722,1768,1744,1791,1793
29119,"McDonald, MO",11,"    Construction",20918,27545,29188,30178,29303,25744
29119,"McDonald, MO",12,"    Manufacturing",271922,267494,293814,281582,311165,308042
29119,"McDonald, MO",13,"      Durable goods manufacturing",21007,19517,20824,19372,18802,16468
29119,"McDonald, MO",25,"      Nondurable goods manufacturing",250865,247885,272867,262095,292311,291533
29119,"McDonald, MO",34,"    Wholesale trade",18889,13879,12987,16180,14611,12670
29119,"McDonald, MO",35,"    Retail trade",39704,43078,43765,41742,42574,44804
29119,"McDonald, MO",36,"    Transportation and warehousing",14768,13118,12829,12218,12698,12415
29119,"McDonald, MO",45,"    Information",11780,(D),(D),(D),(D),(D)
29119,"McDonald, MO",50,"    Finance, insurance, real estate, rental, and leasing",84443,91163,79230,90466,86845,84864
29119,"McDonald, MO",51,"      Finance and insurance",13596,12308,10035,11737,10809,11450
29119,"McDonald, MO",56,"      Real estate and rental and leasing",70941,79274,69694,79218,76662,73732
29119,"McDonald, MO",59,"    Professional and business services",21386,24041,27036,25983,26775,23153
29119,"McDonald, MO",60,"      Professional, scientific, and technical services",3346,6010,7876,(D),(D),7350
29119,"McDonald, MO",64,"      Management of companies and enterprises",0,0,0,0,0,0
29119,"McDonald, MO",65,"      Administrative and support and waste management and remediation services",18035,18022,19162,(D),(D),15832
29119,"McDonald, MO",68,"    Educational services, health care, and social assistance",11250,11392,10392,9549,10549,10503
29119,"McDonald, MO",69,"      Educational services",53,44,53,43,32,(D)
29119,"McDonald, MO",70,"      Health care and social assistance",11202,11354,10344,9511,10525,(D)
29119,"McDonald, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",7449,7244,7316,8072,8821,7547
29119,"McDonald, MO",76,"      Arts, entertainment, and recreation",1080,915,(D),343,552,373
29119,"McDonald, MO",79,"      Accommodation and food services",6376,6332,(D),7702,8251,7153
29119,"McDonald, MO",82,"    Other services (except government and government enterprises)",13004,(D),(D),(D),(D),(D)
29119,"McDonald, MO",83,Government and government enterprises,59235,59959,59162,53602,52876,52105
29119,"McDonald, MO",,Addenda:,,,,,,
29119,"McDonald, MO",87,Natural resources and mining,222425,94804,66029,132527,31165,32231
29119,"McDonald, MO",88,Trade,58583,56905,56676,58011,57151,57291
29119,"McDonald, MO",89,Transportation and utilities,16425,14849,14603,13966,14495,14210
29119,"McDonald, MO",90,Manufacturing and information,283832,(D),(D),(D),(D),(D)
29119,"McDonald, MO",91,Private goods-producing industries 2/,487214,398786,410462,446110,406467,398956
29119,"McDonald, MO",92,Private services-providing industries 3/,224253,232325,221715,233306,231799,223391
29121,"Macon, MO",1,All industry total,511716,550147,558304,545732,516095,494438
29121,"Macon, MO",2,"  Private industries",418687,458971,467582,456853,430558,411758
29121,"Macon, MO",3,"    Agriculture, forestry, fishing and hunting",21932,47240,65250,43689,66561,75717
29121,"Macon, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0
29121,"Macon, MO",10,"    Utilities",(D),(D),(D),8394,8389,9418
29121,"Macon, MO",11,"    Construction",14137,19970,16168,15675,14622,13742
29121,"Macon, MO",12,"    Manufacturing",84286,107078,103520,91904,76547,71421
29121,"Macon, MO",13,"      Durable goods manufacturing",17088,27007,26725,20698,18523,14680
29121,"Macon, MO",25,"      Nondurable goods manufacturing",67166,80035,76760,71255,58003,56881
29121,"Macon, MO",34,"    Wholesale trade",(D),(D),(D),12182,11545,11686
29121,"Macon, MO",35,"    Retail trade",25788,29282,28019,30466,31010,31001
29121,"Macon, MO",36,"    Transportation and warehousing",75500,65413,71437,(D),(D),(D)
29121,"Macon, MO",45,"    Information",11853,14162,19905,18643,20064,20966
29121,"Macon, MO",50,"    Finance, insurance, real estate, rental, and leasing",76862,71923,70507,73954,64513,63944
29121,"Macon, MO",51,"      Finance and insurance",22790,20440,16720,20029,18494,19290
29121,"Macon, MO",56,"      Real estate and rental and leasing",54235,51750,54676,54201,45943,44290
29121,"Macon, MO",59,"    Professional and business services",28858,34405,34136,38418,37395,35314
29121,"Macon, MO",60,"      Professional, scientific, and technical services",23292,25272,21388,23416,23594,22082
29121,"Macon, MO",64,"      Management of companies and enterprises",(D),(D),1036,1158,(D),1009
29121,"Macon, MO",65,"      Administrative and support and waste management and remediation services",(D),(D),11287,13281,(D),11791
29121,"Macon, MO",68,"    Educational services, health care, and social assistance",18330,20700,20390,(D),(D),(D)
29121,"Macon, MO",69,"      Educational services",(D),(D),(D),(D),(D),(D)
29121,"Macon, MO",70,"      Health care and social assistance",(D),(D),(D),(D),(D),(D)
29121,"Macon, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",12331,11894,13650,14341,14867,12557
29121,"Macon, MO",76,"      Arts, entertainment, and recreation",539,558,597,605,655,396
