CAGDP9 Real GDP by county and metropolitan area 1/
CAGDP9 Real GDP by county and metropolitan area 1/
County
GeoFips,GeoName,LineCode,Description,2015,2016,2017,2018,2019,2020
29049,"Clinton, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29049,"Clinton, MO",45,"    Information",6755,7235,9431,7201,7762,7304
29049,"Clinton, MO",50,"    Finance, insurance, real estate, rental, and leasing",97873,93599,88348,98727,84572,83572
29049,"Clinton, MO",51,"      Finance and insurance",20404,19159,17474,18210,17722,18835
29049,"Clinton, MO",56,"      Real estate and rental and leasing",77698,74698,71208,81162,66889,64469
29049,"Clinton, MO",59,"    Professional and business services",(D),(D),(D),17885,(D),30255
29049,"Clinton, MO",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),8860
29049,"Clinton, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29049,"Clinton, MO",65,"      Administrative and support and waste management and remediation services",6233,6513,8086,8453,8092,(D)
29049,"Clinton, MO",68,"    Educational services, health care, and social assistance",50659,53802,54583,53500,54622,56203
29049,"Clinton, MO",69,"      Educational services",208,189,166,(D),(D),131
29049,"Clinton, MO",70,"      Health care and social assistance",50452,53615,54421,(D),(D),56078
29049,"Clinton, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",5705,6095,6276,(D),8893,(D)
29049,"Clinton, MO",76,"      Arts, entertainment, and recreation",889,973,1063,(D),988,(D)
29049,"Clinton, MO",79,"      Accommodation and food services",4813,5119,5213,(D),7871,(D)
29049,"Clinton, MO",82,"    Other services (except government and government enterprises)",13802,13755,14404,12943,13277,12391
29049,"Clinton, MO",83,Government and government enterprises,64449,63975,63847,61449,60814,58861
29049,"Clinton, MO",,Addenda:,,,,,,
29049,"Clinton, MO",87,Natural resources and mining,17837,20560,18781,32264,9589,33102
29049,"Clinton, MO",88,Trade,43971,43912,43827,44255,44750,41539
29049,"Clinton, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29049,"Clinton, MO",90,Manufacturing and information,24703,24550,26865,23596,27827,27894
29049,"Clinton, MO",91,Private goods-producing industries 2/,51085,52325,54202,65876,55848,73966
29049,"Clinton, MO",92,Private services-providing industries 3/,260091,241134,240436,250626,240139,245161
29051,"Cole, MO",1,All industry total,4478697,4494840,4520080,4521304,4857848,4877360
29051,"Cole, MO",2,"  Private industries",3148412,3183436,3210165,3239976,3590997,3619887
29051,"Cole, MO",3,"    Agriculture, forestry, fishing and hunting",1044,2960,2978,5055,5385,12652
29051,"Cole, MO",6,"    Mining, quarrying, and oil and gas extraction",12243,15308,18797,21826,22310,21101
29051,"Cole, MO",10,"    Utilities",27037,28210,28032,29245,31357,33822
29051,"Cole, MO",11,"    Construction",155988,179163,188032,181624,185930,183488
29051,"Cole, MO",12,"    Manufacturing",355396,368456,346530,343291,499212,540888
29051,"Cole, MO",13,"      Durable goods manufacturing",81274,77386,88531,86976,89123,84157
29051,"Cole, MO",25,"      Nondurable goods manufacturing",276037,293459,259409,257722,412410,459771
29051,"Cole, MO",34,"    Wholesale trade",270496,291407,308052,294528,284250,275263
29051,"Cole, MO",35,"    Retail trade",299944,307743,313803,319260,324800,316159
29051,"Cole, MO",36,"    Transportation and warehousing",44688,46280,46678,47710,55123,51729
29051,"Cole, MO",45,"    Information",234338,203833,179868,173853,184604,179166
29051,"Cole, MO",50,"    Finance, insurance, real estate, rental, and leasing",707397,693024,675296,685963,809106,866232
29051,"Cole, MO",51,"      Finance and insurance",350787,363089,367666,392214,449239,481880
29051,"Cole, MO",56,"      Real estate and rental and leasing",355892,327456,303646,287049,354068,378005
29051,"Cole, MO",59,"    Professional and business services",416345,408637,455925,484555,503573,492973
29051,"Cole, MO",60,"      Professional, scientific, and technical services",222407,216021,224017,234994,240665,225579
29051,"Cole, MO",64,"      Management of companies and enterprises",98029,80326,112182,120937,124895,125269
29051,"Cole, MO",65,"      Administrative and support and waste management and remediation services",95834,110856,119263,128109,137037,140762
29051,"Cole, MO",68,"    Educational services, health care, and social assistance",399925,407018,413808,415032,428839,411733
29051,"Cole, MO",69,"      Educational services",21475,21377,21091,21899,22344,19153
29051,"Cole, MO",70,"      Health care and social assistance",378702,385923,393043,393406,406799,393065
29051,"Cole, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",101353,103172,106487,107626,114984,97614
29051,"Cole, MO",76,"      Arts, entertainment, and recreation",17374,18313,18647,18884,19671,16253
29051,"Cole, MO",79,"      Accommodation and food services",83970,84872,87840,88743,95278,81301
29051,"Cole, MO",82,"    Other services (except government and government enterprises)",117635,120118,118808,124886,122570,115331
29051,"Cole, MO",83,Government and government enterprises,1331837,1313892,1312737,1285330,1276247,1267695
29051,"Cole, MO",,Addenda:,,,,,,
29051,"Cole, MO",87,Natural resources and mining,13659,18680,22346,27317,28103,32563
29051,"Cole, MO",88,Trade,570580,599366,622238,613631,608190,590531
29051,"Cole, MO",89,Transportation and utilities,71690,74451,74683,76910,86503,85403
29051,"Cole, MO",90,Manufacturing and information,590605,576690,531883,523199,703392,744493
29051,"Cole, MO",91,Private goods-producing industries 2/,527387,568209,558535,552137,709377,749916
29051,"Cole, MO",92,Private services-providing industries 3/,2622734,2615122,2652353,2689398,2876194,2862531
29053,"Cooper, MO",1,All industry total,401500,413113,419774,421943,406235,411490
29053,"Cooper, MO",2,"  Private industries",329687,341685,348122,350859,344490,350121
29053,"Cooper, MO",3,"    Agriculture, forestry, fishing and hunting",16695,62029,82953,79131,57988,80201
29053,"Cooper, MO",6,"    Mining, quarrying, and oil and gas extraction",250,1519,1277,1056,1316,1472
29053,"Cooper, MO",10,"    Utilities",2482,2449,2481,2686,2832,2898
29053,"Cooper, MO",11,"    Construction",24447,24413,26181,26144,23593,26283
29053,"Cooper, MO",12,"    Manufacturing",28721,19070,18853,19668,22363,24043
29053,"Cooper, MO",13,"      Durable goods manufacturing",8189,4010,3440,2908,7291,10017
29053,"Cooper, MO",25,"      Nondurable goods manufacturing",20965,15442,15842,17323,15044,13603
29053,"Cooper, MO",34,"    Wholesale trade",(D),(D),(D),(D),(D),(D)
29053,"Cooper, MO",35,"    Retail trade",37711,39381,40296,42767,43186,44470
29053,"Cooper, MO",36,"    Transportation and warehousing",14560,13840,14378,13515,12536,11963
29053,"Cooper, MO",45,"    Information",4810,4519,4788,5015,5133,4698
29053,"Cooper, MO",50,"    Finance, insurance, real estate, rental, and leasing",81015,78116,70762,69818,72204,70693
29053,"Cooper, MO",51,"      Finance and insurance",25923,23545,19920,22016,20481,20654
29053,"Cooper, MO",56,"      Real estate and rental and leasing",55255,54910,51409,47752,52369,50493
29053,"Cooper, MO",59,"    Professional and business services",(D),(D),(D),(D),(D),(D)
29053,"Cooper, MO",60,"      Professional, scientific, and technical services",(D),(D),8066,8009,7834,7524
29053,"Cooper, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29053,"Cooper, MO",65,"      Administrative and support and waste management and remediation services",3967,4189,(D),(D),(D),(D)
29053,"Cooper, MO",68,"    Educational services, health care, and social assistance",34379,34363,35323,34906,42136,33018
29053,"Cooper, MO",69,"      Educational services",9549,9916,10196,10505,10979,9373
29053,"Cooper, MO",70,"      Health care and social assistance",24845,24446,25125,24379,31199,23653
29053,"Cooper, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",42954,35808,32713,33778,(D),24866
29053,"Cooper, MO",76,"      Arts, entertainment, and recreation",343,385,354,(D),(D),152
29053,"Cooper, MO",79,"      Accommodation and food services",42609,35423,32360,(D),(D),24709
29053,"Cooper, MO",82,"    Other services (except government and government enterprises)",14968,15024,14424,15013,14247,12444
29053,"Cooper, MO",83,Government and government enterprises,71620,71325,71580,71045,61982,61667
29053,"Cooper, MO",,Addenda:,,,,,,
29053,"Cooper, MO",87,Natural resources and mining,16991,63793,84397,80302,59572,81897
29053,"Cooper, MO",88,Trade,(D),(D),(D),(D),(D),(D)
29053,"Cooper, MO",89,Transportation and utilities,17053,16299,16871,16202,15356,14841
29053,"Cooper, MO",90,Manufacturing and information,33481,23407,23419,24449,27324,28705
29053,"Cooper, MO",91,Private goods-producing industries 2/,72627,95621,111926,109898,95503,115494
29053,"Cooper, MO",92,Private services-providing industries 3/,255883,246566,238397,242833,249035,237714
29055,"Crawford, MO",1,All industry total,605314,575270,607365,633691,613080,584515
29055,"Crawford, MO",2,"  Private industries",553122,521611,554095,581191,560321,534300
29055,"Crawford, MO",3,"    Agriculture, forestry, fishing and hunting",5105,6276,6745,8817,5265,5004
29055,"Crawford, MO",6,"    Mining, quarrying, and oil and gas extraction",2779,3504,13031,14839,14996,13173
29055,"Crawford, MO",10,"    Utilities",7869,8497,8511,8536,9147,8212
29055,"Crawford, MO",11,"    Construction",20616,19771,20827,19626,18654,18257
29055,"Crawford, MO",12,"    Manufacturing",140691,141666,158045,161563,166266,156323
29055,"Crawford, MO",13,"      Durable goods manufacturing",87001,84201,87656,92258,95213,88357
29055,"Crawford, MO",25,"      Nondurable goods manufacturing",53725,57335,69998,68929,70662,67587
29055,"Crawford, MO",34,"    Wholesale trade",15249,16870,16850,17457,17590,18669
29055,"Crawford, MO",35,"    Retail trade",70995,73867,65682,57274,48065,52183
29055,"Crawford, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29055,"Crawford, MO",45,"    Information",6580,6742,7058,7321,7524,6865
29055,"Crawford, MO",50,"    Finance, insurance, real estate, rental, and leasing",134731,113682,97039,118918,105872,105618
29055,"Crawford, MO",51,"      Finance and insurance",39816,22726,14783,16539,15040,15560
29055,"Crawford, MO",56,"      Real estate and rental and leasing",93775,90918,82856,103456,91707,90787
29055,"Crawford, MO",59,"    Professional and business services",60333,41126,71551,(D),(D),(D)
29055,"Crawford, MO",60,"      Professional, scientific, and technical services",7742,7312,7519,(D),(D),11168
29055,"Crawford, MO",64,"      Management of companies and enterprises",28602,10449,36270,(D),(D),(D)
29055,"Crawford, MO",65,"      Administrative and support and waste management and remediation services",23574,22378,27903,21057,21862,(D)
29055,"Crawford, MO",68,"    Educational services, health care, and social assistance",(D),(D),(D),58463,60799,57295
29055,"Crawford, MO",69,"      Educational services",(D),(D),(D),82,74,55
29055,"Crawford, MO",70,"      Health care and social assistance",(D),(D),(D),58392,60736,57252
29055,"Crawford, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",14957,14844,15037,15437,16069,14602
29055,"Crawford, MO",76,"      Arts, entertainment, and recreation",1183,1520,1292,1146,1182,1203
29055,"Crawford, MO",79,"      Accommodation and food services",13777,13336,13749,14286,14881,13400
29055,"Crawford, MO",82,"    Other services (except government and government enterprises)",16446,16251,16224,16186,15533,14643
29055,"Crawford, MO",83,Government and government enterprises,52224,53528,53259,52625,52780,50240
29055,"Crawford, MO",,Addenda:,,,,,,
29055,"Crawford, MO",87,Natural resources and mining,7747,9600,18670,22380,19093,17135
29055,"Crawford, MO",88,Trade,86230,90730,82570,74892,66000,71200
29055,"Crawford, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29055,"Crawford, MO",90,Manufacturing and information,147258,148386,165129,168896,173804,163239
29055,"Crawford, MO",91,Private goods-producing industries 2/,168996,170637,195909,201326,201841,189916
29055,"Crawford, MO",92,Private services-providing industries 3/,384253,351276,358858,380471,359248,345043
29057,"Dade, MO",1,All industry total,189662,177238,166796,169148,171732,184503
29057,"Dade, MO",2,"  Private industries",164277,151867,141062,144411,146184,160053
29057,"Dade, MO",3,"    Agriculture, forestry, fishing and hunting",45473,56812,39252,38516,39068,58791
29057,"Dade, MO",6,"    Mining, quarrying, and oil and gas extraction",1146,1022,1312,872,678,771
29057,"Dade, MO",10,"    Utilities",377,397,360,308,336,321
29057,"Dade, MO",11,"    Construction",8007,7533,9328,9835,8983,9197
29057,"Dade, MO",12,"    Manufacturing",15625,17729,21622,20274,21371,20300
29057,"Dade, MO",13,"      Durable goods manufacturing",6014,6194,6736,5967,6773,5387
29057,"Dade, MO",25,"      Nondurable goods manufacturing",9629,11612,15061,14513,14757,15184
29057,"Dade, MO",34,"    Wholesale trade",14734,14502,14206,14594,15984,16988
29057,"Dade, MO",35,"    Retail trade",6827,7249,7491,7766,7349,8361
29057,"Dade, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",45,"    Information",(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",50,"    Finance, insurance, real estate, rental, and leasing",30130,28042,25323,30532,(D),30922
29057,"Dade, MO",51,"      Finance and insurance",(D),(D),4702,(D),(D),5628
29057,"Dade, MO",56,"      Real estate and rental and leasing",(D),(D),20767,(D),25312,25498
29057,"Dade, MO",59,"    Professional and business services",21990,2842,2524,2506,3432,3516
29057,"Dade, MO",60,"      Professional, scientific, and technical services",(D),(D),803,871,1318,1497
29057,"Dade, MO",64,"      Management of companies and enterprises",(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",65,"      Administrative and support and waste management and remediation services",1308,1303,(D),(D),(D),(D)
29057,"Dade, MO",68,"    Educational services, health care, and social assistance",2359,2381,2492,2087,2328,1940
29057,"Dade, MO",69,"      Educational services",63,79,104,92,81,64
29057,"Dade, MO",70,"      Health care and social assistance",2296,2301,2385,1992,2246,1876
29057,"Dade, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",2407,2719,2715,2679,2701,2333
29057,"Dade, MO",76,"      Arts, entertainment, and recreation",(D),1329,1069,1148,1045,947
29057,"Dade, MO",79,"      Accommodation and food services",(D),1390,1631,1523,1640,1376
29057,"Dade, MO",82,"    Other services (except government and government enterprises)",(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",83,Government and government enterprises,25428,25238,25403,24557,25313,24588
29057,"Dade, MO",,Addenda:,,,,,,
29057,"Dade, MO",87,Natural resources and mining,46652,57847,40658,39390,39696,59404
29057,"Dade, MO",88,Trade,21557,21744,21683,22343,23381,25373
29057,"Dade, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",90,Manufacturing and information,(D),(D),(D),(D),(D),(D)
29057,"Dade, MO",91,Private goods-producing industries 2/,70784,82488,75527,73445,73847,88684
29057,"Dade, MO",92,Private services-providing industries 3/,93186,72240,67960,72581,73848,75097
29059,"Dallas, MO",1,All industry total,250676,239765,240550,241573,238940,232589
29059,"Dallas, MO",2,"  Private industries",214831,204573,204898,205106,201912,195099
29059,"Dallas, MO",3,"    Agriculture, forestry, fishing and hunting",(D),(D),(D),7155,4844,4920
29059,"Dallas, MO",6,"    Mining, quarrying, and oil and gas extraction",534,760,619,784,897,938
29059,"Dallas, MO",10,"    Utilities",400,186,434,563,534,486
29059,"Dallas, MO",11,"    Construction",(D),(D),(D),27630,28117,27532
29059,"Dallas, MO",12,"    Manufacturing",10255,10835,13595,13078,12738,10525
29059,"Dallas, MO",13,"      Durable goods manufacturing",7642,8070,10086,8901,8594,6493
29059,"Dallas, MO",25,"      Nondurable goods manufacturing",2574,2724,3458,4173,4145,4099
29059,"Dallas, MO",34,"    Wholesale trade",11157,12077,13550,14381,14092,14135
29059,"Dallas, MO",35,"    Retail trade",22639,22571,23128,25423,25660,25645
29059,"Dallas, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29059,"Dallas, MO",45,"    Information",4735,4190,3658,3696,3624,2648
29059,"Dallas, MO",50,"    Finance, insurance, real estate, rental, and leasing",72610,64062,59092,63299,60514,60715
29059,"Dallas, MO",51,"      Finance and insurance",13319,13419,10843,12690,12480,13875
29059,"Dallas, MO",56,"      Real estate and rental and leasing",59376,50510,48408,50507,47832,46246
29059,"Dallas, MO",59,"    Professional and business services",4104,3987,4269,4061,4056,3807
29059,"Dallas, MO",60,"      Professional, scientific, and technical services",2140,2263,2669,2741,2937,2790
29059,"Dallas, MO",64,"      Management of companies and enterprises",0,0,0,0,0,0
29059,"Dallas, MO",65,"      Administrative and support and waste management and remediation services",1965,1724,1603,1323,1122,1020
29059,"Dallas, MO",68,"    Educational services, health care, and social assistance",12050,12398,12326,(D),13511,13264
29059,"Dallas, MO",69,"      Educational services",(D),(D),(D),(D),(D),(D)
29059,"Dallas, MO",70,"      Health care and social assistance",(D),(D),(D),(D),(D),(D)
29059,"Dallas, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),(D),(D),8706,(D),(D)
29059,"Dallas, MO",76,"      Arts, entertainment, and recreation",(D),(D),(D),533,(D),(D)
29059,"Dallas, MO",79,"      Accommodation and food services",(D),(D),(D),8135,(D),(D)
29059,"Dallas, MO",82,"    Other services (except government and government enterprises)",13480,13257,13367,13017,12754,11701
29059,"Dallas, MO",83,Government and government enterprises,36011,35317,35769,36566,37101,37525
29059,"Dallas, MO",,Addenda:,,,,,,
29059,"Dallas, MO",87,Natural resources and mining,(D),(D),(D),8038,5879,6004
29059,"Dallas, MO",88,Trade,33807,34665,36717,39828,39752,39782
29059,"Dallas, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29059,"Dallas, MO",90,Manufacturing and information,14992,15096,17513,17003,16581,13411
29059,"Dallas, MO",91,Private goods-producing industries 2/,53419,53678,57324,51401,50130,47335
29059,"Dallas, MO",92,Private services-providing industries 3/,161195,150853,147742,153517,151568,147496
29061,"Daviess, MO",1,All industry total,170562,164526,148244,151273,171701,186130
29061,"Daviess, MO",2,"  Private industries",144158,138061,121589,125334,146165,161259
29061,"Daviess, MO",3,"    Agriculture, forestry, fishing and hunting",(D),16370,4833,6642,37952,66621
29061,"Daviess, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,64,61,58
29061,"Daviess, MO",10,"    Utilities",272,278,312,313,318,285
29061,"Daviess, MO",11,"    Construction",14871,15232,15717,15363,14413,14349
29061,"Daviess, MO",12,"    Manufacturing",(D),24113,16728,15046,16043,15471
29061,"Daviess, MO",13,"      Durable goods manufacturing",24301,22412,15132,13709,15035,14305
29061,"Daviess, MO",25,"      Nondurable goods manufacturing",(D),1785,1719,1435,1074,1249
29061,"Daviess, MO",34,"    Wholesale trade",7423,6221,6350,6905,6798,6777
29061,"Daviess, MO",35,"    Retail trade",14191,14045,13568,13798,15011,15396
29061,"Daviess, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29061,"Daviess, MO",45,"    Information",3316,3087,1454,(D),(D),892
29061,"Daviess, MO",50,"    Finance, insurance, real estate, rental, and leasing",36463,32056,31784,35261,34698,34467
29061,"Daviess, MO",51,"      Finance and insurance",8543,8092,6637,8261,7972,8405
29061,"Daviess, MO",56,"      Real estate and rental and leasing",27963,23928,25382,27010,26788,25968
29061,"Daviess, MO",59,"    Professional and business services",(D),2378,2659,(D),3245,2977
29061,"Daviess, MO",60,"      Professional, scientific, and technical services",(D),1811,1892,(D),1730,1270
29061,"Daviess, MO",64,"      Management of companies and enterprises",0,0,0,0,0,0
29061,"Daviess, MO",65,"      Administrative and support and waste management and remediation services",(D),561,757,1143,1491,1677
29061,"Daviess, MO",68,"    Educational services, health care, and social assistance",6893,(D),(D),7924,8024,(D)
29061,"Daviess, MO",69,"      Educational services",(D),(D),(D),(D),(D),(D)
29061,"Daviess, MO",70,"      Health care and social assistance",(D),(D),(D),(D),(D),(D)
29061,"Daviess, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",2584,2421,2355,2275,2582,1960
29061,"Daviess, MO",76,"      Arts, entertainment, and recreation",760,819,784,(D),(D),590
29061,"Daviess, MO",79,"      Accommodation and food services",1825,1607,1575,(D),(D),1362
29061,"Daviess, MO",82,"    Other services (except government and government enterprises)",5970,6468,7229,7154,(D),6234
29061,"Daviess, MO",83,Government and government enterprises,25815,25818,25855,25226,25063,24629
29061,"Daviess, MO",,Addenda:,,,,,,
29061,"Daviess, MO",87,Natural resources and mining,(D),16370,4833,6721,38020,66673
29061,"Daviess, MO",88,Trade,21619,20262,19921,20724,21789,22142
29061,"Daviess, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29061,"Daviess, MO",90,Manufacturing and information,(D),27139,18271,(D),(D),16530
29061,"Daviess, MO",91,Private goods-producing industries 2/,60712,60226,43383,42338,64942,84244
29061,"Daviess, MO",92,Private services-providing industries 3/,80678,75406,74859,79205,79267,77234
29063,"DeKalb, MO",1,All industry total,274025,283953,300463,291477,297239,309278
29063,"DeKalb, MO",2,"  Private industries",202427,213097,230893,222817,236811,256464
29063,"DeKalb, MO",3,"    Agriculture, forestry, fishing and hunting",(D),(D),3644,(D),(D),(D)
29063,"DeKalb, MO",6,"    Mining, quarrying, and oil and gas extraction",0,0,0,0,0,0
29063,"DeKalb, MO",10,"    Utilities",24472,27985,54809,50864,52463,55525
29063,"DeKalb, MO",11,"    Construction",9272,(D),10221,10771,12896,13844
29063,"DeKalb, MO",12,"    Manufacturing",(D),12517,4874,3820,3958,3849
29063,"DeKalb, MO",13,"      Durable goods manufacturing",(D),8918,1611,(D),(D),(D)
29063,"DeKalb, MO",25,"      Nondurable goods manufacturing",(D),2987,3205,(D),(D),(D)
29063,"DeKalb, MO",34,"    Wholesale trade",29061,29431,28827,28060,26742,26814
29063,"DeKalb, MO",35,"    Retail trade",21028,22750,23124,24833,24395,25109
29063,"DeKalb, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29063,"DeKalb, MO",45,"    Information",3319,(D),1892,2457,2675,2614
29063,"DeKalb, MO",50,"    Finance, insurance, real estate, rental, and leasing",64867,59716,59776,58850,62883,64177
29063,"DeKalb, MO",51,"      Finance and insurance",28424,27290,25779,28199,26976,27001
29063,"DeKalb, MO",56,"      Real estate and rental and leasing",36478,32416,34057,30529,36021,37328
29063,"DeKalb, MO",59,"    Professional and business services",2552,3212,(D),2901,2759,3761
29063,"DeKalb, MO",60,"      Professional, scientific, and technical services",1430,(D),(D),1643,1493,1423
29063,"DeKalb, MO",64,"      Management of companies and enterprises",0,0,0,0,0,0
29063,"DeKalb, MO",65,"      Administrative and support and waste management and remediation services",1060,(D),(D),1187,1201,2259
29063,"DeKalb, MO",68,"    Educational services, health care, and social assistance",(D),(D),12717,12364,12129,11191
29063,"DeKalb, MO",69,"      Educational services",(D),(D),(D),66,42,34
29063,"DeKalb, MO",70,"      Health care and social assistance",(D),(D),(D),12298,12088,11158
29063,"DeKalb, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",7551,8089,8014,4658,5034,4349
29063,"DeKalb, MO",76,"      Arts, entertainment, and recreation",262,346,306,361,358,294
29063,"DeKalb, MO",79,"      Accommodation and food services",7285,7739,7703,4305,4682,4059
29063,"DeKalb, MO",82,"    Other services (except government and government enterprises)",6712,(D),8095,8422,8331,7832
29063,"DeKalb, MO",83,Government and government enterprises,71517,70926,69890,68915,61128,54061
29063,"DeKalb, MO",,Addenda:,,,,,,
29063,"DeKalb, MO",87,Natural resources and mining,(D),(D),3644,(D),(D),(D)
29063,"DeKalb, MO",88,Trade,50097,52181,51937,52807,51020,51779
29063,"DeKalb, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29063,"DeKalb, MO",90,Manufacturing and information,(D),(D),6970,6296,6633,6461
29063,"DeKalb, MO",91,Private goods-producing industries 2/,22469,33152,21543,(D),(D),(D)
29063,"DeKalb, MO",92,Private services-providing industries 3/,179216,180335,207962,(D),(D),(D)
29065,"Dent, MO",1,All industry total,335923,316368,306342,328043,346832,334360
29065,"Dent, MO",2,"  Private industries",280402,261880,250826,270771,285828,275273
29065,"Dent, MO",3,"    Agriculture, forestry, fishing and hunting",19442,23715,18751,26281,19870,17224
29065,"Dent, MO",6,"    Mining, quarrying, and oil and gas extraction",190,251,269,320,359,356
29065,"Dent, MO",10,"    Utilities",563,729,711,650,629,(D)
29065,"Dent, MO",11,"    Construction",7781,8660,8595,11010,11057,9790
29065,"Dent, MO",12,"    Manufacturing",32296,33747,37962,33125,43805,46710
29065,"Dent, MO",13,"      Durable goods manufacturing",15626,15881,16254,11542,24331,25638
29065,"Dent, MO",25,"      Nondurable goods manufacturing",16494,17733,21736,21954,18732,20334
29065,"Dent, MO",34,"    Wholesale trade",47127,47234,41629,39692,37892,(D)
29065,"Dent, MO",35,"    Retail trade",25661,26556,26794,27770,27089,27177
29065,"Dent, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),5733
29065,"Dent, MO",45,"    Information",4031,3538,3829,4263,4711,4402
29065,"Dent, MO",50,"    Finance, insurance, real estate, rental, and leasing",72524,68310,60622,74627,66258,66001
29065,"Dent, MO",51,"      Finance and insurance",19031,16971,14365,15904,14902,15502
29065,"Dent, MO",56,"      Real estate and rental and leasing",53703,51652,46656,59650,51952,50908
29065,"Dent, MO",59,"    Professional and business services",25365,(D),(D),(D),(D),19113
29065,"Dent, MO",60,"      Professional, scientific, and technical services",3465,3215,3273,3622,3584,4064
29065,"Dent, MO",64,"      Management of companies and enterprises",20543,(D),(D),(D),(D),(D)
29065,"Dent, MO",65,"      Administrative and support and waste management and remediation services",1877,(D),(D),(D),(D),(D)
29065,"Dent, MO",68,"    Educational services, health care, and social assistance",(D),20587,21746,22246,23720,22234
29065,"Dent, MO",69,"      Educational services",(D),(D),(D),(D),(D),(D)
29065,"Dent, MO",70,"      Health care and social assistance",(D),(D),(D),(D),(D),(D)
29065,"Dent, MO",75,"    Arts, entertainment, recreation, accommodation, and food services",8113,7466,7516,7969,8163,6665
29065,"Dent, MO",76,"      Arts, entertainment, and recreation",499,702,760,841,831,562
29065,"Dent, MO",79,"      Accommodation and food services",7615,6773,6768,7143,7345,6107
29065,"Dent, MO",82,"    Other services (except government and government enterprises)",10641,10277,10344,11114,11776,11003
29065,"Dent, MO",83,Government and government enterprises,55593,54478,55424,57232,60948,59023
29065,"Dent, MO",,Addenda:,,,,,,
29065,"Dent, MO",87,Natural resources and mining,19612,23940,19001,26567,20218,17577
29065,"Dent, MO",88,Trade,72788,73784,68356,67322,64816,(D)
29065,"Dent, MO",89,Transportation and utilities,(D),(D),(D),(D),(D),(D)
29065,"Dent, MO",90,Manufacturing and information,36433,37482,42037,37407,48759,51523
29065,"Dent, MO",91,Private goods-producing industries 2/,59360,65410,66136,69359,76572,76385
29065,"Dent, MO",92,Private services-providing industries 3/,220710,196410,184759,201429,209426,199216
29067,"Douglas, MO",1,All industry total,190559,193969,200364,207343,198365,190379
29067,"Douglas, MO",2,"  Private industries",163456,166816,173654,180581,171344,163033
29067,"Douglas, MO",3,"    Agriculture, forestry, fishing and hunting",3343,9834,12799,(D),(D),(D)
29067,"Douglas, MO",6,"    Mining, quarrying, and oil and gas extraction",569,632,663,823,1016,834
29067,"Douglas, MO",10,"    Utilities",1658,1415,1646,1802,1797,1813
29067,"Douglas, MO",11,"    Construction",6724,8368,9499,9267,9986,9959
29067,"Douglas, MO",12,"    Manufacturing",25962,39372,41115,(D),(D),(D)
29067,"Douglas, MO",13,"      Durable goods manufacturing",23776,37183,38677,38500,39755,37498
29067,"Douglas, MO",25,"      Nondurable goods manufacturing",2250,2208,2467,(D),(D),(D)
29067,"Douglas, MO",34,"    Wholesale trade",2752,3238,3960,3260,3204,3371
29067,"Douglas, MO",35,"    Retail trade",16906,18125,17866,17537,17397,17739
29067,"Douglas, MO",36,"    Transportation and warehousing",(D),(D),(D),(D),(D),(D)
29067,"Douglas, MO",45,"    Information",3005,3931,4900,5563,6339,5259
29067,"Douglas, MO",50,"    Finance, insurance, real estate, rental, and leasing",44146,42960,41414,43580,40194,38166
29067,"Douglas, MO",51,"      Finance and insurance",7685,6974,5679,6653,6283,6728
29067,"Douglas, MO",56,"      Real estate and rental and leasing",36494,36072,35992,37036,33968,31283
29067,"Douglas, MO",59,"    Professional and business services",(D),(D),7412,7892,7256,(D)
29067,"Douglas, MO",60,"      Professional, scientific, and technical services",(D),(D),(D),(D),(D),(D)
29067,"Douglas, MO",64,"      Management of companies and enterprises",19644,0,0,0,0,0
